,gene_ids,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,mean,std
PITPNA-AS1,ENSG00000236618,134,False,134,0.07148148,95.03703703703704,193.0,True,0.29397603690655066,3.7486762925954715,1.9831712,-6.778390232227895e-11,0.40194442329934194
PRPF8,ENSG00000174231,245,False,245,0.11814815,90.92592592592592,319.0,True,0.3948703258641375,2.933536707758439,0.9385074,-1.4404079243484277e-10,0.4991345752602681
SERPINF1,ENSG00000132386,22,False,22,0.015925925,99.18518518518519,43.0,True,0.03592891711317522,2.101750596086061,0.6964069,-3.4816960366922933e-11,0.1423538316309315
SMYD4,ENSG00000186532,56,False,56,0.022592593,97.92592592592592,61.0,True,0.10047858470787009,2.395087351499349,1.2755921,6.707782000642188e-11,0.24638445953167323
PAFAH1B1,ENSG00000007168,178,False,178,0.07851852,93.4074074074074,212.0,True,0.2713849153183597,2.854133797143213,2.1819665,1.4863032748791375e-10,0.40860506658699275
SHPK-1,ENSG00000197417,7,False,7,0.002962963,99.74074074074075,8.0,True,0.015069863686636797,2.028774114285174,0.5523169,-2.612504568671168e-11,0.09523995946051621
P2RX5,ENSG00000083454,145,False,145,0.07037037,94.62962962962963,190.0,True,0.313109815644635,3.228215733781322,1.3161612,-3.495107463492508e-10,0.4341989990908922
ARRB2,ENSG00000141480,689,False,689,0.40185186,74.48148148148148,1085.0,True,0.9428355372844435,3.2082707341812933,1.2044181,9.6653843011885e-10,0.794982397493398
PSMB6,ENSG00000142507,749,False,749,0.38407406,72.25925925925927,1037.0,True,0.938788657837932,3.624358896008753,1.8529463,-1.7334320854291127e-10,0.7903847546303568
GP1BA,ENSG00000185245,15,False,15,0.0074074073,99.44444444444444,20.0,True,0.0448559295700778,2.48482277524024,1.4527723,-4.823265365574073e-12,0.15835558101834527
SLC25A11,ENSG00000108528,344,False,344,0.16185185,87.25925925925925,437.0,True,0.5163021320445043,2.710759386372592,0.6530012,2.2877067033769146e-10,0.5813384971749637
ZNF232,ENSG00000167840,23,False,23,0.0129629625,99.14814814814815,35.0,True,0.06106290554984044,3.678641122025668,3.8099332,-4.1918422906832357e-11,0.16806533061120604
ZNF594,ENSG00000180626,5,False,5,0.0018518518,99.81481481481481,5.0,True,0.013251070802947849,2.2719699806596476,1.0325004,-4.861900790144744e-11,0.08782215698658935
TXNDC17,ENSG00000129235,303,False,303,0.13851851,88.77777777777777,374.0,True,0.4373402654250532,2.9130402172690673,0.91223955,-6.079313576848467e-10,0.5278165373823844
ALOX12,ENSG00000108839,11,False,11,0.004814815,99.59259259259258,13.0,True,0.031624876139414754,2.53111999678046,1.5441848,-1.1489007369932169e-10,0.13184314467248845
CLEC10A,ENSG00000132514,63,False,63,0.05074074,97.66666666666667,137.0,True,0.12726862138597142,2.1293896466794364,0.7509794,-1.9177719744146886e-10,0.27381893419911973
ASGR1,ENSG00000141505,212,False,212,0.11333334,92.14814814814815,306.0,True,0.39707781341160603,3.0611590940863365,1.1020652,-1.648702207526264e-10,0.49612192467181454
ACADVL,ENSG00000072778,278,False,278,0.12555556,89.70370370370371,339.0,True,0.42860039170112596,2.81223912458329,0.78305525,3.6716280424567764e-11,0.5306044841505564
ELP5,ENSG00000170291,179,False,179,0.073703706,93.37037037037037,199.0,True,0.2773815020270688,2.076141103017727,0.6458417,3.586898164553928e-10,0.4261768738259473
ACAP1,ENSG00000072818,817,False,817,0.43555555,69.74074074074075,1176.0,True,1.0773990705264893,2.994041969234744,0.8705142,9.433259739850488e-10,0.8814771985753704
TMEM102,ENSG00000181284,59,False,59,0.027037038,97.81481481481481,73.0,True,0.1097874050561389,2.692932897189052,1.8636799,6.91960669539931e-11,0.25398154323443967
TNFSF12,ENSG00000239697,143,False,143,0.05962963,94.7037037037037,161.0,True,0.2282831570120867,2.044612879162052,0.5835901,-2.1041253012540759e-10,0.3835122282038591
AC113189.5,ENSG00000233223,38,False,38,0.016666668,98.59259259259258,45.0,True,0.07311231172462936,2.4723409964364116,1.4281273,-5.578050295270872e-11,0.20728856065620857
SAT2,ENSG00000141504,458,False,458,0.22666667,83.03703703703704,612.0,True,0.6660832488842026,2.9639680592121502,0.89781016,-3.9258176761653224e-10,0.6673466519619558
C17orf59,ENSG00000196544,118,False,118,0.07111111,95.62962962962963,192.0,True,0.29490364003734393,4.853509530458562,3.3990998,3.0220323118682697e-10,0.374225275852818
ADPRM,ENSG00000170222,116,False,116,0.054814816,95.7037037037037,148.0,True,0.21421753022202028,3.0063125410526848,2.4824393,1.7510841433255396e-10,0.3593755574729134
UBB,ENSG00000170315,2094,False,2094,2.0844445,22.444444444444443,5628.0,True,2.3142087636194404,3.224265709660387,0.7355444,-1.657086935027067e-11,1.086004899855967
TRPV2,ENSG00000187688,164,False,164,0.069259256,93.92592592592592,187.0,True,0.25669311788340343,2.0156250260758997,0.5263544,-8.19055486394204e-11,0.40872895288391337
PLD6,ENSG00000179598,30,False,30,0.013703704,98.88888888888889,37.0,True,0.06392007436657016,2.3619482090783404,1.2101598,1.2534615986890825e-10,0.1946184772231241
NT5M,ENSG00000205309,7,False,7,0.0025925925,99.74074074074075,7.0,True,0.018474246214362437,2.373148234061475,1.2322739,-3.4007792791084776e-12,0.10254635282113568
MED9,ENSG00000141026,36,False,36,0.021851853,98.66666666666667,59.0,True,0.09939152849390508,3.727644493627306,3.906689,-5.773877812559357e-11,0.21993456087386604
RASD1,ENSG00000108551,21,False,21,0.02074074,99.22222222222223,56.0,True,0.08024748695726316,4.335768367103839,5.1074123,-7.101643542456211e-11,0.17446759156244793
PEMT,ENSG00000133027,60,False,60,0.037037037,97.77777777777777,100.0,True,0.14906406302722075,4.240466109274292,4.919241,9.95576065358472e-11,0.26489759433532434
SREBF1,ENSG00000072310,38,False,38,0.027037038,98.59259259259258,73.0,True,0.09558523056011291,3.918262932461036,4.2830596,-1.7722666128012518e-10,0.21129458523069036
TRIM16L,ENSG00000108448,16,False,16,0.006666667,99.4074074074074,18.0,True,0.04257027646288098,2.7619964161801196,2.0000439,1.021833501479407e-10,0.15196644042640786
GRAP,ENSG00000154016,86,False,86,0.04037037,96.81481481481482,109.0,True,0.18361569818270418,3.2962469756327137,3.0549066,-1.6945975580569738e-10,0.32196016706622205
IFT20,ENSG00000109083,310,False,310,0.13592592,88.51851851851852,367.0,True,0.46251726663970966,2.805039279793096,0.7738281,6.213524379542238e-11,0.551590127057855
POLDIP2,ENSG00000004142,229,False,229,0.101111114,91.51851851851852,273.0,True,0.3730665647983451,3.8390472971558687,2.0989885,1.1720966443227403e-10,0.47047869146739124
TMEM199,ENSG00000244045,159,False,159,0.07518519,94.11111111111111,203.0,True,0.2708789342940581,3.5467446053345593,3.5495071,1.2038703485363084e-10,0.3960639505888628
PROCA1,ENSG00000167525,19,False,19,0.008148148,99.29629629629629,22.0,True,0.03561449907596018,2.0055157920952986,0.50639397,4.642491226760251e-11,0.1473256357310506
RAB34,ENSG00000109113,114,False,114,0.05111111,95.77777777777777,138.0,True,0.18124301137098384,2.5926966248144137,1.6657661,2.463785980893772e-10,0.329831535850049
NEK8,ENSG00000160602,28,False,28,0.027037038,98.96296296296296,73.0,True,0.1051367857149296,4.209549919390798,4.8581977,1.73776235588183e-11,0.21157946241685802
PHF12,ENSG00000109118,96,False,96,0.05111111,96.44444444444444,138.0,True,0.1846260211150267,3.318036143531568,3.0979288,3.3185868845282404e-11,0.3215926275300619
ADAP2,ENSG00000184060,87,False,87,0.036296297,96.77777777777777,98.0,True,0.12779696528817014,2.033273320561519,0.56120044,7.136861466560118e-11,0.2799183740249002
NF1,ENSG00000196712,48,False,48,0.01962963,98.22222222222223,53.0,True,0.08383883040216009,2.174268014660531,0.83959055,-2.6760519770983047e-10,0.2261902588732117
UTP6,ENSG00000108651,152,False,152,0.07074074,94.37037037037037,191.0,True,0.2359332335045054,2.4545756668293732,1.3930502,7.766905474427797e-11,0.3850412459589379
CCL2,ENSG00000108691,11,False,11,0.0044444446,99.59259259259258,12.0,True,0.02436325328819247,2.5389569712663196,1.5596586,3.5083465069148286e-11,0.11635073575312477
SLFN5,ENSG00000166750,235,False,235,0.11185185,91.2962962962963,302.0,True,0.3841697499148083,2.862574970667638,0.84756446,2.683112800256875e-10,0.4981974633122392
SLFN12,ENSG00000172123,21,False,21,0.007777778,99.22222222222223,21.0,True,0.036074203498425515,2.015221830226773,0.5255583,-2.4712881054997536e-12,0.14734682897903412
CCL5,ENSG00000161570,862,False,862,2.0337038,68.07407407407408,5491.0,True,2.4312248738260966,4.124703620109355,2.3581471,7.904591526019926e-10,1.4822125626337912
CCL3,ENSG00000006075,375,False,375,0.45333335,86.11111111111111,1224.0,True,1.0992314756536263,3.616583651139308,1.8408276,-4.0105475540681716e-10,0.8606670262123925
CCL4,ENSG00000129277,307,False,307,0.34444445,88.62962962962962,930.0,True,1.031557049929102,4.151102465895732,2.6739457,3.591752480475445e-10,0.7869142425971374
CCL4L1,ENSG00000205020,26,False,26,0.013333334,99.03703703703704,36.0,True,0.06396629321442085,2.376828820312966,1.2395412,8.066990458667052e-11,0.19325545405788466
GGNBP2,ENSG00000005955,470,False,470,0.23148148,82.5925925925926,625.0,True,0.6747696848841315,3.0594356460918,1.0329905,-4.801359747828093e-10,0.6741373421425221
MRM1,ENSG00000129282,24,False,24,0.02111111,99.11111111111111,57.0,True,0.07740456270227003,4.288630857390036,5.014341,-2.2382809412669195e-10,0.17398599187708594
AATF,ENSG00000108270,294,False,294,0.13925926,89.11111111111111,376.0,True,0.46569232809771777,3.1303099969675605,1.1906874,6.495957305885066e-11,0.5424653860791925
TADA2A,ENSG00000108264,32,False,32,0.024444444,98.81481481481481,66.0,True,0.10294384956824919,4.710633156164942,5.847573,-6.91960669539931e-11,0.19038823635352886
MLLT6,ENSG00000108292,147,False,147,0.06074074,94.55555555555556,164.0,True,0.2559396078461266,2.2871351528127626,1.0624435,1.1297317053713159e-11,0.4059371333680953
RARA,ENSG00000131759,106,False,106,0.05111111,96.07407407407408,138.0,True,0.18936389965256414,3.4139435168834678,3.287295,4.33887583094171e-10,0.32568791829801064
CTD-2267D19.2,ENSG00000265666,40,False,40,0.018148148,98.51851851851852,49.0,True,0.07150380955742033,2.0633506453203028,0.6205873,-4.4946552418776765e-11,0.20883286372082382
RP5-1028K7.2,ENSG00000266088,47,False,47,0.028518518,98.25925925925925,77.0,True,0.10416179321070446,2.525743731647662,1.5335695,-1.0450018274684672e-10,0.24947909103937752
DNAJC7,ENSG00000168259,424,False,424,0.2025926,84.29629629629629,547.0,True,0.604492719244878,3.592419443051057,1.7876849,4.942576210999507e-10,0.628469395169118
NKIRAS2,ENSG00000168256,122,False,122,0.054444443,95.48148148148148,147.0,True,0.20589005346149097,2.8115036954832013,2.0977945,-1.8358140212283882e-11,0.3531436680068975
RP11-400F19.6,ENSG00000266962,37,False,37,0.01962963,98.62962962962963,53.0,True,0.105153200304401,4.083375057507568,4.609069,1.2709481685427304e-10,0.21859165215403104
MLX,ENSG00000108788,318,False,318,0.14481482,88.22222222222223,391.0,True,0.4608923187713637,2.713745124750413,0.6568276,3.0502756045025526e-10,0.546916259670265
TUBG2,ENSG00000037042,9,False,9,0.0037037036,99.66666666666667,10.0,True,0.018705491718326146,2.4549371816967285,1.3937639,-2.978784770022024e-12,0.10209832130879647
VPS25,ENSG00000131475,207,False,207,0.11259259,92.33333333333333,304.0,True,0.3889188053769262,4.30102917779861,2.6910539,-1.482772863299852e-10,0.4525522551950809
RUNDC1,ENSG00000198863,57,False,57,0.028148148,97.88888888888889,76.0,True,0.1192229876266782,3.3744460687260234,3.2093086,-1.977030484399803e-11,0.2537399441298124
IFI35,ENSG00000068079,487,False,487,0.25592592,81.96296296296296,691.0,True,0.7211141705136329,2.9470017467533345,0.8737862,-2.0900036549369344e-10,0.696376702194952
NBR1,ENSG00000188554,161,False,161,0.08222222,94.03703703703704,222.0,True,0.2899915608126414,3.765188428179702,2.0043328,8.402379558699162e-11,0.4077018495835732
DHX8,ENSG00000067596,55,False,55,0.024074074,97.96296296296296,65.0,True,0.10063694762309981,2.3152687290103486,1.1179925,1.3821561332902193e-10,0.24683033670034493
RP11-527L4.5,ENSG00000267166,7,False,7,0.01,99.74074074074075,27.0,True,0.03402719145237777,3.8115696870226863,4.0723968,-5.842742817236103e-11,0.11548881549044634
HDAC5,ENSG00000108840,112,False,112,0.0637037,95.85185185185185,172.0,True,0.2151976922061254,3.2555549459414466,2.9745615,-9.320286569313356e-11,0.3495002886914892
GRN,ENSG00000030582,648,False,648,0.50777775,76.0,1371.0,True,1.0772390730908945,2.8278636094435283,0.61150336,-3.0237975176579126e-10,0.8720625221580885
ITGA2B,ENSG00000005961,17,False,17,0.012592592,99.37037037037038,34.0,True,0.1171379969706837,3.6758302314209508,3.804383,-2.3946119790121494e-11,0.21560730548431983
HEXIM2,ENSG00000168517,33,False,33,0.014444444,98.77777777777777,39.0,True,0.05931149090822398,2.0314782869774324,0.5576562,3.247978652942533e-11,0.190889571145795
RP11-798G7.6,ENSG00000267198,9,False,9,0.0033333334,99.66666666666667,9.0,True,0.016690990167837837,2.0747346895654863,0.64306474,-1.4393839670837327e-11,0.09972622194950134
GOSR2,ENSG00000108433,119,False,119,0.05814815,95.5925925925926,157.0,True,0.2210043206934691,3.515518895790544,3.4878528,-1.5533810948855594e-10,0.35439877452387153
ITGB3,ENSG00000259207,6,False,6,0.0033333334,99.77777777777777,9.0,True,0.02565242859227951,2.7610558087105224,1.9981866,4.4029472848376464e-11,0.11467736184302008
OSBPL7,ENSG00000006025,32,False,32,0.017777778,98.81481481481481,48.0,True,0.06498504672695501,2.1717967790297736,0.83471113,5.578050295270872e-11,0.19853171406385828
ABI3,ENSG00000108798,478,False,478,0.29962963,82.29629629629629,809.0,True,0.7293994065563467,3.045644977112985,1.0134631,-1.8977617119086612e-10,0.6870011269311408
PDK2,ENSG00000005882,85,False,85,0.05074074,96.85185185185186,137.0,True,0.20158670865256872,4.643141938881387,5.714313,1.266093852621213e-10,0.30107638383821445
SAMD14,ENSG00000167100,4,False,4,0.0014814815,99.85185185185185,4.0,True,0.01339093897512535,2.512473923217629,1.5073687,-2.995540434353398e-11,0.08577812346342652
LRRC59,ENSG00000108829,170,False,170,0.08592593,93.7037037037037,232.0,True,0.3273798516854113,4.517190209076501,2.9680808,-1.793449082276964e-10,0.414722055890237
ABCC3,ENSG00000108846,16,False,16,0.007037037,99.4074074074074,19.0,True,0.026224246690886195,2.0329688539336432,0.56059927,4.968123427603515e-11,0.12493042743061201
LUC7L3,ENSG00000108848,469,False,469,0.21851853,82.62962962962963,590.0,True,0.755798144753212,4.575810468690445,3.1801472,-5.0837926741709217e-11,0.6954562589576778
MMD,ENSG00000108960,56,False,56,0.037037037,97.92592592592592,100.0,True,0.16096026167119504,3.237571449132113,2.9390535,-1.853466079124815e-11,0.2889527575053639
NOG,ENSG00000183691,29,False,29,0.013333334,98.92592592592592,36.0,True,0.05756046295103767,2.6441462943749445,1.7673521,-1.2138547937839749e-11,0.181315558008532
SCPEP1,ENSG00000121064,363,False,363,0.19777778,86.55555555555556,534.0,True,0.600660661396503,2.727305745059297,0.56270105,3.0079106655511283e-10,0.6323805881754465
MRPS23,ENSG00000181610,309,False,309,0.14222223,88.55555555555556,384.0,True,0.4601086494472362,3.205094628452118,1.2865297,-4.999062796268073e-10,0.5445015881384945
BZRAP1-AS1,ENSG00000265148,104,False,104,0.042592593,96.14814814814815,115.0,True,0.18394405033662659,2.1996880502145606,0.88978165,1.0308801811513258e-10,0.34159712526978236
SEPT4,ENSG00000108387,5,False,5,0.0018518518,99.81481481481481,5.0,True,0.014879259982899991,2.442743706360686,1.3696883,-6.725278913498509e-12,0.09085975566017179
YPEL2,ENSG00000175155,60,False,60,0.04148148,97.77777777777777,112.0,True,0.24797846465164922,5.806287361110805,8.010911,7.343256084913553e-11,0.26763963777104766
INTS2,ENSG00000108506,15,False,15,0.008888889,99.44444444444444,24.0,True,0.04484523568135452,3.6430247754044034,3.7396097,-4.570917648258333e-12,0.14099401255521501
CYB561,ENSG00000008283,62,False,62,0.027777778,97.70370370370371,75.0,True,0.09991961347456231,2.0375899813471734,0.5697236,3.812844505628191e-11,0.24949266743010823
LIMD2,ENSG00000136490,1769,False,1769,1.3962963,34.48148148148148,3770.0,True,1.9591256451290893,3.2110857437268066,0.90003705,2.611842616500052e-10,1.099342997474907
PSMC5,ENSG00000087191,777,False,777,0.39666668,71.22222222222221,1071.0,True,0.9597835588863606,2.7839188868669944,0.5430097,-6.072307916370823e-11,0.8178840026761687
CD79B,ENSG00000007312,654,False,654,0.62740743,75.77777777777777,1694.0,True,1.3992539081272681,3.1781287004709573,0.9178336,5.479198771050882e-10,1.0511346700724087
ICAM2,ENSG00000108622,647,False,647,0.3425926,76.03703703703704,925.0,True,0.9082806525666676,3.783282722570851,2.10065,5.4368338320994577e-11,0.7816718760809531
TEX2,ENSG00000136478,7,False,7,0.0025925925,99.74074074074075,7.0,True,0.01317013357528296,2.106344815083952,0.7054781,7.078475216467151e-11,0.08821713995772655
NOL11,ENSG00000130935,139,False,139,0.065925926,94.85185185185185,178.0,True,0.24461801827700397,3.2907669783265106,3.0440865,-2.8243292634282896e-12,0.38125598719342313
ARSG,ENSG00000141337,62,False,62,0.027407408,97.70370370370371,74.0,True,0.11948601690901954,3.1510453650286205,2.7682102,-4.377710358313849e-11,0.2585567176094069
CTD-2006K23.1,ENSG00000261222,84,False,84,0.044074073,96.88888888888889,119.0,True,0.12371162838882817,2.031717770248857,0.5581291,3.53179064630852e-11,0.2699592279003958
NAT9,ENSG00000109065,174,False,174,0.094444446,93.55555555555556,255.0,True,0.34624630848235316,4.0989259462033445,2.432043,-9.46150303248477e-11,0.42908426937638866
TMEM104,ENSG00000109066,30,False,30,0.013333334,98.88888888888889,36.0,True,0.05569373552295106,2.039867613034731,0.5742207,-1.109431838790425e-10,0.18401091380979814
ATP5H,ENSG00000167863,960,False,960,0.5451852,64.44444444444444,1472.0,True,1.1920276286027474,3.3437612972437782,1.1629994,2.0574576731903974e-10,0.905911806753776
SLC16A5,ENSG00000170190,13,False,13,0.0055555557,99.51851851851852,15.0,True,0.027146914302600415,2.552155697256457,1.5857192,-1.6239893264712666e-11,0.12331196564089107
ARMC7,ENSG00000125449,71,False,71,0.03925926,97.37037037037038,106.0,True,0.15044785954599618,3.3953730326907063,3.2506282,-2.400679873914046e-11,0.28867192723576357
NT5C,ENSG00000125458,341,False,341,0.16555555,87.37037037037037,447.0,True,0.5456327249728226,3.0911508569082127,1.140502,1.6945975580569738e-10,0.5957749658981939
GGA3,ENSG00000125447,48,False,48,0.033333335,98.22222222222223,90.0,True,0.12792589085021863,3.657662251916436,3.768511,-1.15885760090042e-10,0.2507209742076686
GRB2,ENSG00000177885,497,False,497,0.22629629,81.5925925925926,611.0,True,0.6834207550660372,3.2217980394115906,1.2628924,3.1561879518811137e-10,0.6803962211667177
SMIM5,ENSG00000204323,6,False,6,0.004074074,99.77777777777777,11.0,True,0.01794576806401633,2.452038449886771,1.3880405,3.912895818158329e-11,0.10002622058021868
GALK1,ENSG00000108479,145,False,145,0.06814815,94.62962962962963,184.0,True,0.2597093207441348,3.875299478109731,4.19823,-1.9910418053550915e-10,0.376968309452822
SPHK1,ENSG00000176170,18,False,18,0.007037037,99.33333333333333,19.0,True,0.032216740027143156,2.0954143088334227,0.6838961,5.853605124835699e-11,0.13853579612998485
USP36,ENSG00000055483,107,False,107,0.04777778,96.03703703703704,129.0,True,0.19055607734573576,3.3543993628082687,3.1697268,1.1297317053713159e-10,0.3297611335601657
RNF213,ENSG00000173821,611,False,611,0.30703703,77.37037037037037,829.0,True,0.8467801776939733,3.181229828948006,1.1622713,-6.326497550079369e-10,0.7670774361649985
RP11-1055B8.7,ENSG00000171282,5,False,5,0.0018518518,99.81481481481481,5.0,True,0.013456987620762405,2.376471362609164,1.2388353,-3.866490212829051e-11,0.08691441633971937
OXLD1,ENSG00000204237,250,False,250,0.12222222,90.74074074074075,330.0,True,0.43429384022441675,3.765967170537924,2.0053308,2.6266262149883094e-10,0.5068598073370071
ARL16,ENSG00000214087,149,False,149,0.06,94.48148148148148,162.0,True,0.23376907785782292,2.09301188695603,0.6791526,1.892300606496954e-10,0.38906978304980516
ARHGDIA,ENSG00000141522,781,False,781,0.4137037,71.07407407407406,1117.0,True,0.9907509720699592,3.132721009040069,1.0866638,5.809292253714063e-10,0.8232484926953453
STRA13,ENSG00000169689,295,False,295,0.13962963,89.07407407407408,377.0,True,0.44921851277727326,2.668147999542698,0.5983914,1.2991914611770133e-10,0.5443075364790716
RFNG,ENSG00000169733,46,False,46,0.029259259,98.29629629629629,79.0,True,0.1268916648449084,4.12822270556061,4.6976194,-6.354740842713652e-11,0.2361253226772654
GPS1,ENSG00000169727,155,False,155,0.075925924,94.25925925925927,205.0,True,0.2624749290795454,3.183847987451189,2.832978,9.390894800899063e-11,0.39332764296013545
C17orf62,ENSG00000178927,417,False,417,0.20666666,84.55555555555556,558.0,True,0.6045575546522928,3.023037967978925,0.981452,1.101488412737033e-10,0.6268839024198987
FN3KRP,ENSG00000141560,153,False,153,0.069259256,94.33333333333334,187.0,True,0.2575109165736427,2.581183413479296,1.6430336,1.7228408506912567e-10,0.40013772366454275
YES1,ENSG00000176105,7,False,7,0.009259259,99.74074074074075,25.0,True,0.03822875469534681,3.882199462668727,4.2118535,-1.0273894177489561e-10,0.1217311166225671
SMCHD1,ENSG00000101596,322,False,322,0.14222223,88.07407407407408,384.0,True,0.4965587699069154,3.047759646268338,1.0848929,-1.6945975580569738e-11,0.5709912093338098
RP13-270P17.3,ENSG00000272688,36,False,36,0.015555556,98.66666666666667,42.0,True,0.06749021826800997,2.0942532551612594,0.6816036,-1.3768605159212912e-11,0.20306648767947513
RALBP1,ENSG00000017797,167,False,167,0.07666667,93.81481481481482,207.0,True,0.2730492656442243,2.6158174711721043,1.7114176,-1.8075707285941054e-10,0.41497114672705004
VAPA,ENSG00000101558,775,False,775,0.38962963,71.2962962962963,1052.0,True,0.9949091475535713,3.1448175433997974,1.1055179,-4.5612917604366877e-10,0.8337039185707089
PSMG2,ENSG00000128789,499,False,499,0.24259259,81.51851851851852,655.0,True,0.687421469309436,3.284802267863362,1.3521051,5.648658526856579e-12,0.6691224255326138
OSBPL1A,ENSG00000141447,12,False,12,0.011111111,99.55555555555556,30.0,True,0.02640641989719411,3.1283792688901766,2.7234566,-6.940154794044369e-13,0.1126533524979464
RNF125,ENSG00000101695,175,False,175,0.08148148,93.51851851851852,220.0,True,0.29764186662938663,2.7776531022832467,0.7387306,1.4968945096169934e-10,0.4343311000324882
ZNF397,ENSG00000186812,50,False,50,0.02037037,98.14814814814815,55.0,True,0.09135664844735039,2.1518514664094606,0.7953297,-1.200339936957023e-11,0.23720290575749473
INO80C,ENSG00000153391,128,False,128,0.057037037,95.25925925925925,154.0,True,0.1979260091272581,2.0097719145946127,0.51479757,8.684812485041991e-11,0.3565570372746656
ATP5A1,ENSG00000152234,1119,False,1119,0.6488889,58.55555555555556,1752.0,True,1.3034138255029635,3.0877926514806178,0.78412026,5.242661195238763e-10,0.9432604062514052
CXXC1,ENSG00000154832,163,False,163,0.07703704,93.96296296296296,208.0,True,0.28233015800616734,3.040906630638839,1.0761101,-1.4686512169827105e-10,0.41762427246211686
NARS,ENSG00000134440,249,False,249,0.114074074,90.77777777777779,308.0,True,0.4101799691697122,3.6833756071431574,1.8994834,1.7228408506912567e-10,0.5011713497449495
MALT1,ENSG00000172175,125,False,125,0.0637037,95.37037037037037,172.0,True,0.23171225313302043,3.7016540134009026,3.8553715,2.5191968938842744e-10,0.35985968590823164
RP11-879F14.2,ENSG00000267279,5,False,5,0.0033333334,99.81481481481481,9.0,True,0.028432914599473967,3.119064343258155,2.7050645,2.059291832331198e-11,0.11378125017507643
TMX3,ENSG00000166479,80,False,80,0.037407406,97.03703703703704,101.0,True,0.14051892738475064,2.7345373052059543,1.9458265,-3.3002452931202345e-11,0.2880357740230058
NFATC1,ENSG00000131196,98,False,98,0.042962965,96.37037037037037,116.0,True,0.16688154413981793,2.159206667041602,0.8098523,7.060823158570724e-12,0.32407773516766797
RBCK1,ENSG00000125826,562,False,562,0.27925926,79.18518518518518,754.0,True,0.7761747837603443,2.755521163304648,0.6026535,9.037853642970527e-11,0.7310754841377902
RP11-314N13.3,ENSG00000229728,6,False,6,0.002962963,99.77777777777777,8.0,True,0.01373013092971618,2.242010573425621,0.9733463,4.50448109441768e-11,0.08962212317851796
SIRPG,ENSG00000089012,160,False,160,0.06962963,94.07407407407408,188.0,True,0.2532736238826029,2.012803331899958,0.520783,-2.7360689739461557e-10,0.40654836562464
SNRPB,ENSG00000125835,929,False,929,0.5062963,65.5925925925926,1367.0,True,1.1067820786964755,3.0765965173805983,0.9991864,5.7192667584422865e-11,0.8750749581017697
ITPA,ENSG00000125877,339,False,339,0.17037037,87.44444444444444,460.0,True,0.49121864579233004,2.776076172660796,0.73670965,-2.8808158486968553e-10,0.5654371025572456
C20orf27,ENSG00000101220,347,False,347,0.17814815,87.14814814814815,481.0,True,0.5113439106316325,3.392602897312456,1.5268359,-4.3424062425209954e-11,0.5657029414151791
PRNP,ENSG00000171867,281,False,281,0.12925926,89.5925925925926,349.0,True,0.43584695010346675,3.07621818972197,1.1213646,-2.3159499960111975e-10,0.529566019318216
PCNA,ENSG00000132646,162,False,162,0.09222222,94.0,249.0,True,0.30816605157782634,3.8590796015793893,2.1246614,-2.2312201181083488e-10,0.42003683923688445
CRLS1,ENSG00000088766,167,False,167,0.07777778,93.81481481481482,210.0,True,0.28211865962071414,3.0042549908103253,1.0291383,-1.1438533516884573e-10,0.4169154097474047
ANKEF1,ENSG00000132623,11,False,11,0.005185185,99.59259259259258,14.0,True,0.024114721632080012,2.004117931804787,0.503634,-3.328447213743823e-11,0.12161519118250205
MKKS,ENSG00000125863,297,False,297,0.1411111,89.0,381.0,True,0.4540907112193595,2.6441330261459397,0.5676144,-2.1464902402055002e-10,0.5479296029299116
TASP1,ENSG00000089123,74,False,74,0.03925926,97.25925925925925,106.0,True,0.16153955922582264,3.742008660723498,3.9350505,-2.612504568671168e-11,0.2906894677166427
SNX5,ENSG00000089006,291,False,291,0.13444445,89.22222222222223,363.0,True,0.44232661187662653,2.8704183893490964,0.8576164,-3.106762189771119e-10,0.5332215195182366
RIN2,ENSG00000132669,6,False,6,0.0022222223,99.77777777777777,6.0,True,0.012923088000567686,2.1527039056705903,0.7970128,7.104263769800212e-11,0.08735818004676081
NAA20,ENSG00000173418,368,False,368,0.1762963,86.37037037037037,476.0,True,0.5560868668894995,2.9300692509240296,0.93406355,1.8358140212283882e-10,0.602811699374664
CD93,ENSG00000125810,46,False,46,0.024074074,98.29629629629629,65.0,True,0.1045124744324921,3.7629544410288,3.9764075,-2.9732685019293906e-11,0.22567894997907426
CST3,ENSG00000101439,1075,False,1075,4.3914814,60.18518518518518,11857.0,True,2.7920829302353316,3.981082216985995,1.4360595,6.92291645625489e-12,1.6135994233949038
CST7,ENSG00000077984,535,False,535,0.5874074,80.18518518518518,1586.0,True,1.3968086372818058,3.7812915743759774,1.810622,3.3693365509804674e-10,1.0252796445174184
ABHD12,ENSG00000100997,89,False,89,0.052962963,96.70370370370371,143.0,True,0.19748042202006522,4.524096178460229,5.4792604,-1.7581449664841103e-10,0.3034595754812924
PLAGL2,ENSG00000126003,60,False,60,0.034814816,97.77777777777777,94.0,True,0.13099286440931585,4.164457923460729,4.769165,-1.5068582688593125e-10,0.24287016876411183
SNTA1,ENSG00000101400,7,False,7,0.002962963,99.74074074074075,8.0,True,0.018875176011034306,2.4073343278770047,1.2997735,4.857642920710742e-11,0.10300653631492197
